Order,Lot Frontage,Lot Area,Overall Qual,Year Built,Mas Vnr Area,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Yr Sold,SalePrice
1052,96,12474,10,2007,272,1682,1742,2332,2,9,1,2008,3,846,2008,426000
1053,114,14803,10,2007,816,2078,2084,2084,2,7,1,2007,3,1220,2008,385000
1054,67,14948,9,2008,268,1452,1476,2713,2,11,1,2008,3,858,2008,446261
1055,98,12704,8,2007,302,1582,1582,1582,2,7,0,2007,3,905,2008,317500
1056,107,13891,8,2007,436,1710,1710,1710,2,6,1,2007,3,866,2008,372402
1057,105,13693,8,2007,554,2418,2464,2464,2,9,1,2007,3,650,2008,417500
1058,104,14418,9,2007,480,1950,1950,1950,2,7,1,2007,3,706,2008,383000
1059,108,13418,9,2006,270,1850,1850,2748,2,9,1,2006,3,850,2008,390000
1060,96,12539,10,2005,468,1620,1632,2790,2,10,1,2005,4,1150,2008,460000
1061,102,12151,9,2005,368,1414,1414,2331,2,9,1,2005,3,1003,2008,379000
1062,74,8899,8,2007,108,948,948,2088,2,10,1,2007,3,656,2008,250000
1063,85,10574,8,2004,126,1148,1170,2332,2,9,1,2004,3,756,2008,316000
1064,106,12720,10,2003,680,2535,2470,2470,1,7,2,2003,3,789,2008,615000
1065,110,13688,9,2003,664,1572,1572,2668,2,10,2,2003,3,726,2008,412500
1066,85,10625,7,2003,292,998,1006,2046,2,8,1,2003,3,871,2008,284000
1067,92,10845,8,2003,504,1603,1575,1575,2,7,1,2003,3,732,2008,284000
1068,130,16900,8,2001,1110,1479,1515,2649,2,10,1,2001,3,746,2008,421250
1069,112,16451,8,2003,221,1765,1804,2690,2,9,1,2003,3,795,2008,370000
1070,58,10110,9,2008,492,1858,1866,1866,2,7,1,2008,3,870,2008,336860
1071,65,8769,9,2008,766,1702,1702,1702,1,7,1,2008,3,1052,2008,367294
1072,135,12304,7,2005,144,1367,1367,1367,2,6,1,2005,2,484,2008,192000
1073,62,12677,8,2003,472,1518,1518,1518,1,6,1,2003,2,588,2008,274000
1074,63,8849,9,2005,616,1684,1684,1684,2,6,1,2005,2,564,2008,266000
1075,89,8232,9,2007,714,1800,1800,1800,2,6,1,2008,3,944,2008,370967
1076,48,6240,8,2006,176,1342,1342,1342,2,6,1,2007,2,550,2008,234250
1077,48,6240,8,2006,196,1342,1342,1342,2,6,1,2007,2,550,2008,219500
1078,36,2448,7,2003,106,764,764,1626,2,6,0,2003,2,474,2008,155000
1079,36,2448,7,2003,106,764,764,1626,2,6,0,2003,2,474,2008,154000
1080,59,8198,7,2004,146,1358,1358,1358,2,6,1,2004,2,484,2008,207000
1081,,3940,7,2003,143,1415,1455,1455,2,6,1,2003,3,644,2008,195000
1082,,3940,7,2004,24,1393,1576,1576,2,7,1,2004,3,668,2008,219990
1083,43,3182,7,2005,14,1346,1504,1504,2,7,1,2005,2,437,2008,191000
1084,43,3182,7,2007,16,1266,1266,1266,2,6,1,2007,2,388,2008,159895
1085,53,3710,7,2007,20,1146,1246,1246,2,5,1,2007,2,428,2008,187687
1086,80,9024,6,2004,,789,813,1515,2,8,1,2004,2,393,2008,179000
1087,62,7415,6,2004,,839,864,1593,2,8,1,2004,2,398,2008,193000
1088,59,9587,7,2005,182,856,1166,1166,2,5,0,2005,2,400,2008,190000
1089,51,8029,6,2005,,728,728,1456,2,8,0,2005,2,400,2008,176000
1090,,8010,7,2002,,840,840,1720,2,7,1,2002,2,400,2008,188000
1091,,8396,7,2003,196,847,847,1986,2,9,1,2003,2,434,2008,213000
1092,55,7301,7,2007,176,1350,1358,1358,2,6,1,2008,2,484,2008,217300
1093,93,10261,6,2000,318,936,962,1792,2,8,1,2000,2,451,2008,186500
1094,71,8220,7,2000,647,982,1008,1892,2,8,1,2000,2,431,2008,226750
1095,60,15384,7,2004,,788,788,1490,2,8,1,2004,2,388,2008,184000
1096,,7750,7,2002,,707,707,1414,2,6,1,2002,2,403,2008,176000
1097,41,12460,7,1999,,1037,1037,2322,2,8,1,1999,2,400,2008,225000
1098,77,8390,7,1999,,831,873,1651,2,7,1,1999,2,450,2008,185900
1099,84,9660,8,1997,1290,1173,1182,2199,2,9,1,1997,2,516,2008,284500
1100,80,9200,8,1998,473,1470,1470,2630,2,8,1,1998,3,696,2008,315000
1101,84,14260,8,2000,350,1145,1145,2198,2,9,1,2000,3,836,2008,250000
1102,,11000,9,2000,295,1519,1533,2172,2,8,1,2000,3,687,2008,291000
1103,136,11675,8,1998,495,1982,2006,2006,2,5,1,1998,3,938,2008,350000
1104,97,10990,7,1996,,1064,1064,2125,2,12,2,1996,2,576,2008,279500
1105,,11929,8,1995,466,1242,1251,2501,2,9,1,1995,3,751,2008,290000
1106,91,10437,8,1995,660,2109,2113,2113,2,7,1,1995,3,839,2008,350000
1107,96,10542,7,1993,651,1311,1325,2418,2,9,1,1993,3,983,2008,341000
1108,91,10010,7,1993,320,1080,1108,2197,2,9,1,1993,3,783,2008,287500
1109,81,10944,7,1994,448,1223,1223,2127,2,5,2,1994,2,525,2008,271000
1110,91,14303,8,1994,554,1986,1987,1987,2,7,1,1994,2,691,2008,301500
1111,92,11932,8,2007,186,1580,1580,1580,2,7,0,2008,3,830,2008,235128
1112,86,14598,6,2007,74,894,894,1933,2,9,1,2007,3,668,2008,214000
1113,75,11957,8,2006,53,1574,1574,1574,2,7,1,2006,3,824,2008,232000
1114,74,13253,7,2006,128,1578,1578,1578,2,7,1,2006,3,642,2008,240000
1115,75,14587,9,2008,284,1498,1506,1506,2,6,1,2008,2,592,2008,264132
1116,78,10206,8,2007,468,1563,1563,1563,2,6,1,2007,3,758,2008,245000
1117,91,12274,7,2008,256,1417,1428,1428,2,6,0,2008,2,554,2008,227680
1118,73,9801,8,2007,156,1341,1341,1861,3,7,1,2007,3,851,2008,257000
1119,80,9428,8,2007,310,955,955,1874,2,8,1,2007,3,880,2008,297900
1120,87,10037,8,2006,,1460,1460,1460,2,6,1,2006,2,480,2008,247000
1121,72,8640,8,2007,,1363,1372,1372,2,6,0,2008,2,588,2008,212700
1122,72,8640,7,2007,,1372,1372,1372,2,6,0,2008,2,529,2008,250580
1123,95,11639,7,2007,,1428,1428,1428,2,6,0,2007,2,480,2008,182000
1124,75,9803,7,2005,,866,866,1768,2,7,0,2005,2,603,2008,226700
1125,75,9375,8,2003,768,1053,1053,1992,2,9,1,2003,2,648,2008,250000
1126,85,10625,7,2005,,1026,1026,1958,2,9,1,2005,3,936,2008,250000
1127,85,10800,8,2007,100,1034,1050,2078,2,8,1,2008,3,836,2008,339750
1128,65,8125,7,2007,,813,822,1665,2,7,0,2007,2,562,2008,205950
1129,85,10625,8,2007,292,1660,1660,1660,2,7,1,2007,3,660,2008,256000
1130,62,7500,7,2007,210,1218,1218,1218,2,6,0,2008,2,462,2008,230348
1131,64,8791,6,2003,,864,864,1728,2,7,0,2003,2,673,2008,207500
1132,63,7500,7,2004,120,1080,1080,1080,1,6,0,,0,0,2008,141000
1133,68,10110,6,2003,,835,835,1696,2,7,0,2003,2,542,2008,188000
1134,67,12774,7,2003,95,835,835,1663,2,8,0,2003,2,478,2008,192500
1135,63,13072,6,2005,126,1175,1175,1175,1,6,0,,0,0,2008,146000
1136,66,13695,5,2004,,1114,1114,1114,1,6,0,2004,2,576,2008,159000
1137,66,13695,6,2003,,1114,1114,1114,1,6,0,2004,2,576,2008,155000
1138,65,8366,6,2004,,798,798,1640,2,6,0,2004,2,520,2008,173000
1139,81,9260,7,2007,,1162,1162,1162,2,6,0,2007,2,483,2008,170000
1140,65,8453,6,1995,38,754,754,1609,2,6,0,1995,2,525,2008,182000
1141,50,8480,6,1993,120,886,886,1680,2,7,0,1993,2,474,2008,163000
1142,65,8125,6,1994,258,1408,1679,1679,2,7,1,1994,2,575,2008,193500
1143,43,14565,7,1994,145,832,832,1657,2,6,0,1994,2,483,2008,189000
1144,65,8450,6,2001,,827,827,1677,2,7,0,2001,2,627,2008,190500
1145,75,8285,7,1992,,836,844,1737,2,7,0,1992,2,506,2008,175000
1146,,7153,6,1991,88,1278,1294,1294,2,6,0,1991,2,496,2008,179200
1147,76,9291,6,1993,120,832,832,1710,2,7,0,1993,2,506,2008,187000
1148,50,8012,6,1993,,1604,1617,1617,2,5,1,1993,2,533,2008,193000
1149,55,7892,6,1993,,1199,1199,1199,2,5,0,1993,2,530,2008,153900
1150,70,9100,5,1963,,984,984,984,1,5,1,1963,1,384,2008,128000
1151,,12968,5,1962,,912,912,912,1,4,0,1962,1,352,2008,144000
1152,75,8100,5,1961,,864,864,864,1,5,1,1962,1,420,2008,135000
1153,65,8450,5,1968,,890,890,890,1,5,0,1970,1,308,2008,115000
1154,60,6360,5,1963,,864,864,864,1,5,0,1963,1,276,2008,119916
1155,65,6768,6,1961,,912,912,912,1,5,0,1962,1,288,2008,142000
1156,95,19508,6,1974,144,1430,1430,1430,2,6,2,1974,2,484,2008,192000
1157,70,10759,5,1972,,1001,1001,1641,2,5,1,1972,2,490,2008,140000
1158,,9205,6,1990,304,930,1364,2683,2,9,2,1990,2,473,2008,290000
1159,105,11025,9,1993,568,1848,1827,2786,2,10,1,1993,2,636,2008,372500
1160,59,4282,7,2004,,1391,1391,1391,2,5,0,2004,2,530,2008,196000
1161,35,4017,7,2006,,625,625,1250,2,5,0,2006,2,625,2008,171900
1162,37,3435,7,2004,,1235,1245,1245,2,5,0,2004,2,495,2008,178000
1163,30,3180,6,2005,,600,600,1200,2,5,0,2005,2,480,2008,165000
1164,30,3180,7,2007,,689,703,1392,2,5,0,2007,2,540,2008,146000
1165,34,3604,7,2007,,689,703,1392,2,5,0,2007,2,540,2008,146000
1166,24,2280,7,1999,360,744,757,1501,2,6,0,1999,2,440,2008,179400
1167,24,2280,6,1999,216,744,757,1549,2,6,0,1999,2,440,2008,172900
1168,,4765,9,2000,260,1614,1638,1638,2,5,1,2000,2,495,2008,300000
1169,,4538,9,2001,179,1310,1310,1310,1,5,1,2001,2,545,2008,285000
1170,42,4385,9,2001,,1419,1419,1419,1,5,1,2001,2,588,2008,290000
1171,35,4109,9,1999,260,1557,1557,1557,2,5,1,1999,2,484,2008,305000
1172,50,5119,9,1999,60,1698,1709,1709,2,5,1,1999,2,506,2008,328900
1173,24,2160,7,1999,212,600,624,1252,2,4,0,1999,2,462,2008,160000
1174,24,2160,7,1999,216,672,684,1404,2,5,0,1999,2,462,2008,170000
1175,79,10646,7,2001,513,858,872,1789,2,7,1,2001,2,546,2008,223000
1176,24,2645,8,1999,466,960,962,1586,2,7,0,1999,2,480,2008,170000
1177,24,2645,8,1999,456,960,962,1607,2,7,0,2000,2,480,2008,200000
1178,36,3951,10,1998,,970,1469,2393,2,7,1,1998,2,846,2008,345000
1179,38,14963,8,1996,,1260,1288,1288,1,4,2,1996,2,500,2008,245500
1180,22,11064,8,1995,,1230,1239,1239,1,4,1,1995,2,477,2008,217500
1181,32,10846,8,1993,,1719,1719,1719,1,6,2,1993,2,473,2008,324000
1182,,11120,6,1984,,1232,1232,1232,2,6,0,1984,2,516,2008,162500
1183,,24572,9,1977,1050,994,1599,2944,2,9,1,1977,3,864,2008,150000
1184,103,16280,8,1976,,1426,1671,1671,3,6,1,1976,2,550,2008,290000
1185,,7500,7,2002,,952,952,1812,2,7,1,2002,2,469,2008,205000
1186,80,10400,7,1970,288,1304,1682,1682,2,7,1,1970,2,530,2008,174000
1187,,11104,6,1969,,1427,1427,1427,2,7,0,1969,2,516,2008,183000
1188,85,11050,6,1968,,1740,1740,1740,1,8,1,1968,2,512,2008,150000
1189,80,11040,6,1971,144,1258,1258,1258,2,5,0,1971,2,528,2008,145000
1190,,15387,7,1967,,1620,1620,1620,2,8,1,1967,2,578,2008,215000
1191,75,9750,5,1965,,1625,1625,1625,2,8,0,1965,2,484,2008,140500
1192,90,10800,6,1974,,1522,1548,2614,2,9,1,1974,2,624,2008,240000
1193,73,8814,5,1968,,732,732,1464,1,7,0,1968,2,470,2008,141000
1194,72,8872,5,1965,300,912,912,912,1,5,0,1992,2,576,2008,147000
1195,65,8125,5,1965,,912,925,925,1,5,0,1978,2,576,2008,135000
1196,72,11072,5,1965,,1728,1728,1728,2,10,0,1987,2,576,2008,145000
1197,74,13101,5,1965,108,1728,1728,1728,2,10,0,1987,2,576,2008,142600
1198,87,9246,5,1973,564,1656,1656,1656,2,8,0,1973,2,506,2008,135000
1199,,13355,7,1971,,825,845,1670,1,7,0,1971,2,464,2008,170000
1200,,8963,8,1976,289,1142,1175,2715,3,11,2,1994,2,831,2008,299800
1201,76,9120,6,1974,270,901,943,1876,2,8,1,1974,2,540,2008,185000
1202,,9130,6,1966,252,800,800,1632,1,7,0,1966,2,484,2008,173000
1203,,12122,7,1961,210,944,999,999,1,6,0,1961,2,588,2008,178400
1204,,9900,7,1968,342,832,1098,1978,2,9,1,1968,2,486,2008,176000
1205,74,7785,5,1956,,0,1014,1014,1,6,0,1956,1,267,2008,98000
1206,77,8593,4,1957,,907,907,907,1,5,0,1964,1,352,2008,109008
1207,,8475,4,1956,,952,952,952,1,4,0,1956,1,283,2008,135750
1208,80,8700,5,1963,148,1120,1128,1128,2,6,0,1963,2,525,2008,155000
1209,100,10175,6,1964,272,1425,1425,1425,2,7,1,1964,2,576,2008,180500
1210,82,9020,6,1966,183,1127,1165,1165,1,6,0,1966,2,490,2008,174900
1211,80,9200,6,1965,,1136,1136,1136,1,5,1,1965,1,384,2008,140000
1212,75,8250,6,1964,260,1092,1092,1092,1,6,0,1964,2,504,2008,145000
1213,85,9350,5,1965,,1219,1265,1265,2,6,1,1965,2,502,2008,179900
1214,82,9020,6,1964,259,1248,1350,1350,1,6,0,1964,2,520,2008,168500
1215,90,9900,5,1961,,1114,1114,1114,1,5,0,1961,2,451,2008,140000
1216,72,10007,5,1959,54,1053,1053,1053,1,5,0,1959,1,312,2008,145500
1217,80,10721,6,1959,243,1252,1252,1252,1,7,0,1960,2,528,2008,142000
1218,,12493,4,1960,,1100,1100,1100,1,6,1,1960,1,312,2008,141000
1219,,11332,5,1960,,1118,1118,1118,1,6,0,1960,1,264,2008,153000
1220,,6627,3,1949,,0,720,720,1,4,0,1955,1,287,2008,72500
1221,56,4130,3,1935,,270,729,729,1,5,0,,0,0,2008,52000
1222,50,7420,5,1939,,991,1077,1077,1,5,2,1939,1,205,2008,118000
1223,50,4882,4,1937,,348,453,906,1,5,0,1937,1,231,2008,87000
1224,80,9600,5,1960,203,1296,1496,1496,2,6,0,1960,2,450,2008,141500
1225,80,9600,6,1950,,1032,1032,1252,1,6,0,1950,1,288,2008,119000
1226,80,9600,5,1950,,572,1337,1337,1,7,1,1950,1,264,2008,141500
1227,80,9600,6,1955,,992,1661,1661,1,8,1,1955,1,377,2008,165500
1228,63,7584,5,1953,88,1036,1036,1036,1,5,0,1953,1,312,2008,112900
1229,,13700,7,1965,288,864,902,1820,1,8,2,1965,2,492,2008,201800
1230,80,10197,6,1961,491,1362,1362,1362,1,6,1,1961,2,504,2008,163000
1231,75,7875,5,1961,136,1144,1144,1144,1,6,0,1961,2,456,2008,139950
1232,80,8400,6,1962,237,1319,1537,1537,1,7,1,1962,2,462,2008,174000
1233,101,9150,6,1962,305,1099,1431,1431,1,6,1,1962,1,296,2008,165000
1234,90,14670,6,1966,410,1104,1104,1988,2,9,1,1966,2,480,2008,227000
1235,,7390,5,1955,151,1098,1098,1098,1,6,0,1955,1,260,2008,135000
1236,71,9204,5,1963,,1144,1144,1144,1,6,0,1962,1,336,2008,124000
1237,70,7763,5,1962,,931,1283,1283,1,6,0,1980,2,506,2008,140000
1238,74,8856,5,1957,143,1176,1176,1176,1,6,2,1957,1,292,2008,136500
1239,82,9840,5,1959,,1248,1440,1440,2,7,0,1959,1,480,2008,185000
1240,76,9120,6,1958,,1261,1261,1261,1,6,1,1958,2,433,2008,163000
1241,90,13200,6,1958,187,1395,1570,1570,1,5,1,1958,2,441,2008,166800
1242,72,9000,6,1956,74,1196,1196,1196,1,6,1,1956,1,297,2008,139000
1243,80,11900,6,1957,387,1392,1392,1392,1,6,2,1957,2,458,2008,166000
1244,75,9464,6,1958,135,1080,1080,1080,1,5,0,1958,1,288,2008,136000
1245,75,10425,5,1956,,1104,1104,1104,1,5,0,1956,1,384,2008,133000
1246,60,11556,5,1952,52,720,882,882,1,4,0,1952,1,240,2008,116000
1247,102,9373,5,1953,84,1152,1152,1152,1,6,0,1971,2,636,2008,137500
1248,,12774,5,1953,,984,950,950,1,5,0,1953,2,400,2008,130000
1249,95,14250,6,1957,360,998,1790,1790,2,6,2,1957,2,540,2008,180000
1250,60,7350,5,1951,,952,952,952,1,4,0,1988,2,840,2008,139000
1251,57,7677,5,1953,,773,773,773,1,4,0,1953,1,240,2008,110000
1252,71,8838,5,1957,,0,1764,1764,2,7,1,1957,1,301,2008,100000
1253,80,8480,5,1947,,832,832,1216,1,6,0,1947,1,336,2008,118500
1254,76,12436,5,1957,,1824,1824,1824,2,9,0,1958,2,484,2008,146000
1255,60,10122,4,1948,,0,869,869,1,3,0,1948,1,390,2008,89900
1256,45,7506,5,1925,,747,747,1159,1,5,0,1932,1,288,2008,114000
1257,60,10930,5,1945,,913,1048,1558,1,6,1,1962,1,288,2008,140000
1258,60,5400,4,1940,,672,672,672,1,4,0,1997,1,308,2008,86900
1259,60,10836,5,1922,,892,1254,1436,1,7,1,1968,4,1488,2008,139000
1260,60,10800,4,1900,,0,694,1294,2,7,0,,0,0,2008,106250
1261,70,9247,6,1962,318,858,858,1716,1,8,1,1962,2,490,2008,171000
1262,78,10180,5,1968,,912,1044,1044,1,5,1,1990,2,372,2008,139000
1263,76,11355,7,1958,125,1312,1312,1312,1,6,1,1958,2,495,2008,186000
1264,,10920,6,1960,212,1253,1253,1253,1,5,1,1960,1,352,2008,157000
1265,,12929,6,1960,276,1081,1081,1081,1,5,0,1960,1,401,2008,148000
1266,313,27650,7,1960,,585,2069,2069,2,9,1,1960,2,505,2008,242000
1267,74,8892,5,1953,,105,910,910,1,5,0,1953,2,414,2008,116000
1268,60,7200,5,1951,,876,876,876,1,5,1,1972,2,576,2008,94000
1269,60,7200,5,1950,,0,1048,1048,1,7,0,1950,2,420,2008,98300
1270,70,7910,5,1960,,1075,1507,1507,2,7,0,1960,1,404,2008,127000
1271,80,8000,5,1959,,1256,1256,1256,1,6,0,1959,1,311,2008,159000
1272,80,8000,5,1962,,1027,1027,1027,1,6,0,1962,1,299,2008,125900
1273,70,7931,5,1960,,1269,1269,1269,1,6,1,1964,1,308,2008,155000
1274,60,8064,6,1948,,768,819,1320,2,5,0,1994,2,576,2008,138000
1275,64,6390,6,1954,,936,984,984,1,4,0,1954,1,280,2008,112500
1276,59,7227,6,1954,,832,832,832,1,4,0,1962,2,528,2008,105500
1277,60,7200,6,1954,,854,854,1278,1,6,0,1954,1,240,2008,127500
1278,113,8513,5,1961,,1800,1800,1800,2,10,0,,0,0,2008,130000
1279,60,7200,5,1955,,768,1024,1588,1,6,0,1955,2,480,2008,150000
1280,60,7200,5,1954,,825,825,825,1,4,0,1954,1,350,2008,109500
1281,71,7056,6,1963,415,780,983,1796,1,8,1,1963,2,483,2008,140000
1282,80,9760,6,1964,360,780,798,1611,1,7,0,1964,2,442,2008,167900
1283,69,7590,5,1963,,1117,1117,1117,1,6,0,1963,1,264,2008,136870
1284,56,9836,6,2008,,192,1133,1133,1,7,0,2008,1,308,2008,143000
1285,30,5232,5,1925,,680,764,764,1,4,0,1965,2,504,2008,73000
1286,60,10440,5,1904,,650,958,1539,2,8,1,1983,2,686,2008,157500
1287,57,9184,5,1948,,780,948,1323,1,6,0,1948,2,400,2008,122600
1288,80,4800,5,1910,,680,680,1360,1,6,0,1910,1,330,2008,111000
1289,60,10440,6,1920,,1510,1584,2792,2,8,2,1920,2,520,2008,256000
1290,60,4800,5,1940,,672,672,672,1,4,0,1950,1,256,2008,64000
1291,60,6000,6,1915,,728,728,1456,1,7,0,1915,1,308,2008,139500
1292,63,11426,4,1910,,828,828,1594,2,9,0,,0,0,2008,118000
1293,63,11426,7,2003,,1362,1362,2082,2,6,0,2003,2,484,2008,200000
1294,63,7628,4,1940,,801,1095,1656,2,8,0,1958,2,440,2008,119164
1295,81,7308,5,1920,,936,960,1740,1,6,1,1920,1,225,2008,122250
1296,60,5400,7,1920,,931,1027,1027,1,5,1,,0,0,2008,120000
1297,60,10800,6,1940,,884,884,1436,2,8,2,1940,2,828,2008,155000
1298,60,6756,5,1910,,481,899,899,1,5,0,1930,1,200,2008,78000
1299,44,5914,5,1890,,684,684,1080,1,5,0,,0,0,2008,95000
1300,50,6000,5,1948,,789,789,789,1,5,0,1948,1,250,2008,115000
1301,100,12000,5,1948,,924,1122,1122,1,6,0,1948,2,528,2008,147000
1302,75,9000,5,1946,,904,904,1499,1,5,1,1959,3,869,2008,140000
1303,62,7311,2,1946,,407,407,407,1,3,0,1949,1,297,2008,46500
1304,50,6000,5,1957,,928,928,928,1,5,0,1957,1,288,2008,112500
1305,50,6000,4,1954,,901,901,901,1,4,0,1954,1,281,2008,107900
1306,103,12205,3,1949,,448,1588,1588,2,6,0,,0,0,2008,65000
1307,87,18386,7,1880,,1470,1675,3493,3,10,1,2003,3,870,2008,295000
1308,69,9142,5,1900,,797,830,1627,2,10,0,1950,2,420,2008,139500
1309,100,12665,5,1915,,876,876,1416,1,7,1,1949,3,720,2008,153900
1310,53,5350,7,1920,,624,730,1450,1,7,0,1935,1,288,2008,132000
1311,34,4571,5,1916,,624,624,1344,1,7,0,1916,3,513,2008,98000
1312,69,9143,5,1900,,346,709,1017,1,5,0,1961,1,308,2008,114000
1313,60,9600,5,1920,,973,1377,2350,2,10,0,1930,2,393,2008,130000
1314,60,9600,6,1917,,735,1134,2058,1,8,1,1950,2,396,2008,129500
1315,60,6000,5,1905,,572,884,1540,1,7,0,,0,0,2008,129400
1316,60,9600,7,1928,,689,689,1378,2,7,1,1928,2,360,2008,161000
1317,60,10800,6,1905,,482,1221,1912,2,7,1,2003,2,672,2008,163000
1318,35,6300,6,1914,,742,742,1484,2,9,1,,0,0,2008,128000
1319,50,5250,8,1872,,684,938,2358,2,8,0,,0,0,2008,122000
1320,,5700,7,1926,,572,572,1111,1,5,1,1982,1,288,2008,116900
1321,75,13500,10,1893,,1237,1521,2775,3,9,1,1988,2,880,2008,325000
1322,60,11340,2,1920,,723,723,1086,1,5,0,1920,2,400,2008,55000
1323,60,10800,7,1890,,1313,1313,2495,2,10,1,1950,2,342,2008,184000
1324,65,9750,5,1959,164,984,984,984,1,5,0,1959,1,308,2008,110000
1325,81,12150,5,1954,335,1050,1050,1795,2,7,0,1954,1,352,2008,131500
1326,70,12702,5,1956,,0,882,882,1,4,0,1956,1,308,2008,97000
1327,52,8516,4,1958,,869,1093,1093,1,5,0,1959,1,308,2008,115500
1328,55,7111,5,1928,,1008,1143,1143,1,5,1,1992,1,288,2008,138000
1329,,7425,7,1945,,672,1195,1668,1,8,0,1945,1,252,2008,108000
1330,50,9100,5,1930,,742,779,935,1,4,0,1988,1,308,2008,79500
1331,,7010,5,1935,,1024,1144,1738,2,6,1,1950,1,240,2008,153000
1332,50,6130,5,1924,,784,784,784,1,5,0,,0,0,2008,109500
1333,50,5000,5,1941,,672,832,1210,1,6,0,1941,1,240,2008,124000
1334,59,5870,6,1900,,554,736,1290,1,6,0,1926,1,200,2008,106900
1335,50,6000,6,1940,,981,1014,1672,1,6,1,1940,1,240,2008,164900
1336,50,6000,5,1924,,949,949,949,1,5,1,1924,2,370,2008,119000
1337,50,6000,6,1929,,862,950,1158,1,5,1,1929,1,208,2008,120000
1338,50,6000,6,1937,,825,825,1497,2,5,0,2004,1,672,2008,157000
1339,50,6000,6,1939,,739,874,1342,2,7,1,1939,1,240,2008,105000
1340,50,5000,6,1926,,992,1013,1013,1,6,0,1926,1,160,2008,113000
1341,60,5520,5,1920,,565,565,1216,1,6,1,1920,1,355,2008,115000
1342,99,5940,4,1946,,,896,896,1,4,0,1946,1,280,2008,79000
1343,52,6240,4,1929,,704,624,1136,1,6,0,1990,1,336,2008,123000
1344,,6120,5,1945,,0,808,808,1,6,0,1925,1,164,2008,81300
1345,52,6240,5,1930,,1078,1128,1573,2,8,1,1930,2,360,2008,162900
1346,52,6240,7,1939,,989,1245,2009,2,7,1,1939,2,400,2008,150000
1347,51,6120,5,1923,,1100,1226,1902,2,7,0,1960,2,576,2008,123500
1348,51,6120,7,1931,,952,1022,1774,2,8,2,1931,2,468,2008,129900
1349,60,6155,6,1920,,611,751,1362,2,6,0,1920,2,502,2008,128000
1350,60,6324,4,1927,,520,520,520,1,4,0,1920,1,240,2008,68500
1351,50,8635,5,1948,,672,1072,1285,1,6,0,1948,1,240,2008,127000
1352,64,13053,6,1923,,833,1053,1848,1,8,1,1922,2,370,2008,207000
1353,60,9120,7,1925,,1026,1133,1820,2,8,0,1925,1,240,2008,184000
1354,60,9144,6,1915,,810,1170,1716,2,8,0,1970,2,672,2008,162500
1355,,9144,5,1940,,883,988,1505,1,8,0,1940,1,240,2008,145000
1356,55,10267,6,1918,,816,838,838,1,5,0,1961,1,275,2008,130000
1357,57,8094,6,1910,,1242,1242,1984,2,8,0,,1,360,2008,160000
1358,,5100,8,1925,,588,833,1666,1,7,1,1925,1,228,2008,161000
1359,63,4347,6,1910,,796,825,1609,1,7,0,1910,1,228,2008,127500
1360,,6291,6,1930,,768,768,768,1,4,0,1930,2,440,2008,93850
1361,60,10266,6,1952,,768,768,1536,1,7,0,1952,1,308,2008,136000
1362,60,6876,6,1938,,1272,1272,1969,2,9,1,1938,2,400,2008,141000
1363,,10320,5,1915,,880,880,1308,2,6,0,1950,2,400,2008,120000
1364,60,7200,6,1925,,1040,1040,1040,1,5,0,1993,2,320,2008,127500
1365,62,7006,6,1925,,768,788,1236,2,6,1,1985,1,384,2008,127000
1366,,7920,6,1920,,319,1035,1406,1,6,0,,0,0,2008,89500
1367,49,8235,5,1955,,825,825,825,1,4,0,1963,2,720,2008,125000
1368,60,5586,6,1920,,901,1088,1198,1,7,0,,0,0,2008,79900
1369,60,10320,5,1912,,451,759,759,1,5,0,1997,2,576,2008,85000
1370,60,10320,3,1915,,536,808,1344,2,8,0,,0,0,2008,82375
1371,60,10320,6,1906,,756,756,1469,1,7,0,1906,1,216,2008,135000
1372,82,9488,5,1947,,1046,1054,1054,1,6,0,1947,1,240,2008,124000
1373,55,8250,5,1968,,952,1211,1211,1,5,1,1968,1,322,2008,134000
1374,115,21286,5,1948,,720,720,1271,2,7,1,1948,1,312,2008,135000
1375,80,17120,4,1959,,0,1120,1588,2,7,1,1991,2,680,2008,134432
1376,62,10106,5,1940,,644,808,1355,2,6,0,,0,0,2008,127500
1377,,11235,5,1963,,981,1075,1075,1,6,0,1996,2,440,2008,148000
1378,70,11200,5,1965,,1040,1040,1040,1,5,0,1965,1,384,2008,129500
1379,80,13014,6,1978,39,1008,1096,1096,1,6,1,1978,2,484,2008,157500
1380,,7162,5,1966,41,876,904,904,1,6,0,1966,1,408,2008,109900
1381,68,10265,5,1967,,992,992,992,1,6,0,1967,1,294,2008,145000
1382,57,9764,5,1967,,894,894,894,1,5,0,1967,2,450,2008,130000
1383,,7703,6,1978,40,450,1034,1034,1,6,1,1978,2,504,2008,153000
1384,,9981,5,1967,340,1073,1073,1073,1,6,0,1967,1,270,2008,120000
1385,,7400,5,1984,,1060,1126,1126,1,5,0,1984,2,506,2008,152000
1386,60,12900,4,1969,,1198,1258,1258,0,6,0,1969,2,400,2008,108959
1387,60,12900,5,1920,,1300,1140,1140,1,6,0,1920,2,400,2008,95541
1388,,9000,5,1959,,1006,1006,1006,1,5,0,,0,0,2008,80000
